UWI,WELLNAME,CYCLE_INDEX,STARTTIME,GAS_PER_DAY,PLUNGER_SPEED,FLOW_RATE_END_FLOW,AFTERFLOW_MINS,CL_END_FLOW,TUBING_PRESSURE_AVG_FLOW,CASING_PRESSURE_AVG_FLOW,WELL_VENT,LOAD_RATIO_PRIOR_OPEN,CSG_OVER_LINE,CYCLE_LENGTH,SHUTIN_LENGTH,FLOW_LENGTH,CAS_TUB_DIFF_MAX,CAS_TUB_DIFF_AVG,CAS_TUB_DIFF_MIN,CAS_TUB_DIFF_LAST,TUB_LINE_DIFF_MAX,TUB_LINE_DIFF_AVG,TUB_LINE_DIFF_MIN,AVG_BHP,AVG_BHP_SI,AVG_BHP_FLOW,GAS_PER_CYCLE,PLUNGER_TRAVEL_TIME,AVG_SLUG_HEIGHT,WELL_VENT_SEC,MIN_DP,MAX_DP,LEAKING_VALVE,LIFT_MINS,PLUNGER_FALL_TIME,AVG_TUB_MIN_LINE_FLOW_EXCESS,CASING_FLAT_MINS,FALL_EST_DIFF_MINS,PLUNGER_FALL_EXCESS,CSG_TUB_DIFF_MAX_SI,AVG_DP_FLOW,SLUG_ARRIVAL,SLUG_SIZE_LT_MAX,ARRIVAL_SENSOR_FAIL,CONSEC_NON_ARRIVALS,CAS_TUB_DIFF_MAX_SI,MAX_SLUG_SIZE,TUB_LT_LINE_SI_MINS,DP_FLOW_GT_115_MINS,DP_FLOW_GT_MACH_MINS,TUB_LINE_DIFF_MAX_SI,PLUNGER_FALL_EST_LIQUID,PLUNGER_FALL_EST_GAS,PLUNGER_FALL_EST_TOTAL_CSN,CSG_BUILD_RATE,SLUG_CHANGE_AT_OPEN,CSG_RISE_TOTAL_SI,LINE_PRESSURE_AVG_FLOW,SLUG_RATE_PER_DAY,OFF_TIME_LONG_PCENT,SLUG_SIZE_AT_OPEN,SLUG_PCENT_MAX_OPEN,TUB_CAS_ANNULUS_BRIDGE,PERCENT_ON_TIME_VENTING,LINE_PRESSURE_AVG_SI,CASING_DIFF,LINE_PRESSURE_JUMP_AT_OPEN,ARRIVAL_FAST_DRY,AVG_CSG_MIN_LINE,AVG_CSG_MIN_LINE_SHUTIN,GAS_IN_TUBING_BEFORE_OPEN,GAS_PRODUCED_BEFORE_ARRIVAL,GAS_RATIO_PRODUCED_OVER_STORED,FDT,FSPUDDATE,CASING_ID,TUBING_ID,TUBING_LENGTH_FT,CSG_LINE_DIFF_MAX_SI,PERCENT_CL_END_FLOW
3003922192,SAN JUAN 30-5 UNIT #14A,23,2021-01-11 16:45:05,33.83,1320.0,284.1,1.0,219.11,62.5,103.84,,0.07,1.92,2426.0,2100.0,326.0,41.5,41.1,40.9,3.6,2.2,2.2,2.2,120.12,120.47,117.68,0.95,265.0,8.8,,17.3,67.7,0,4.4,9.0,2.2,7.08,6.0,1.21,28.5,37.5,1,1.0,0,0,28.5,477.0,0.0,0.0,1.0,48.8,0.7,23.3,29.0,0.1,-0.18,7.1,60.3,1.07,0.17,100.0,0.21,0,,98.8,,5.1,0.0,48.05,48.66,0.848,0.755,0.89,44205.69797,29666.0,6.456,1.995,5830,52.6,130.0
3003922192,SAN JUAN 30-5 UNIT #14A,24,2021-01-11 17:25:31,42.07,1439.51,298.2,1.0,215.0,60.2,104.38,,0.06,2.07,2403.0,2100.0,303.0,43.8,43.6,43.4,2.8,2.5,2.5,2.5,120.1,120.36,118.29,1.17,243.0,7.8,,23.9,152.0,0,4.1,10.0,2.5,9.52,6.1,1.21,29.9,65.33,1,1.0,0,0,29.9,130.0,0.0,0.0,1.0,53.5,0.6,23.3,28.9,0.1,-0.22,7.1,57.7,1.08,0.17,78.0,0.6,0,,97.5,,8.1,0.0,48.45,48.74,0.85,0.956,1.12,44205.72605,29666.0,6.456,1.995,5830,56.3,139.0
3003922192,SAN JUAN 30-5 UNIT #14A,25,2021-01-11 18:05:34,45.63,0.0,84.3,1.6,216.8,61.93,103.42,,0.07,1.98,2821.0,2100.0,721.0,41.7,40.93,40.2,3.8,1.9,1.35,1.0,119.48,120.26,117.2,1.49,626.0,9.2,,1.9,143.1,0,10.4,9.0,1.35,8.57,6.0,1.21,30.5,2.74,1,1.0,1,1,30.5,169.0,0.0,0.0,1.0,50.0,0.7,23.3,29.0,0.1,-0.09,7.3,60.58,1.23,0.17,105.0,0.62,0,,99.8,,8.5,,47.78,49.54,0.845,,,44205.75387,29666.0,6.456,1.995,5830,53.8,39.0
3003922192,SAN JUAN 30-5 UNIT #14A,1,2021-01-12 00:25:49,38.14,1056.8,188.0,1.0,217.87,62.8,104.29,,0.08,1.88,2492.0,2100.0,392.0,41.5,40.82,40.3,4.2,1.8,1.6,1.4,120.0,120.36,118.19,1.1,331.0,8.8,,8.5,44.3,0,5.5,20.0,1.6,10.82,15.0,1.21,31.0,22.42,1,1.0,0,0,31.0,513.0,0.0,0.0,0.0,46.8,0.6,23.3,28.9,0.1,-0.09,7.3,61.2,1.04,0.43,116.0,0.23,0,,97.2,,13.6,0.0,47.76,48.91,0.845,0.947,1.12,44206.01793,29666.0,6.456,1.995,5830,51.0,86.0
3003922192,SAN JUAN 30-5 UNIT #14A,2,2021-01-12 01:07:21,39.98,1249.29,218.8,1.0,218.22,62.25,103.87,,0.08,1.86,2442.0,2102.0,340.0,41.5,41.0,40.7,3.6,1.8,1.75,1.7,119.94,120.32,117.71,1.13,280.0,8.8,,12.0,97.3,0,4.7,12.0,1.75,9.38,6.2,1.22,29.1,37.92,1,1.0,0,0,29.1,513.0,0.0,0.0,1.0,46.8,0.5,23.3,28.8,0.15,-0.14,6.9,60.5,1.06,0.17,100.0,0.19,0,,97.0,,4.9,0.0,47.75,48.55,0.847,0.968,1.14,44206.04677,29666.0,6.456,1.995,5830,51.3,100.0
3003922192,SAN JUAN 30-5 UNIT #14A,3,2021-01-12 01:48:03,30.12,1223.08,262.6,1.0,224.87,65.8,104.04,,0.05,1.86,2754.0,2408.0,346.0,37.4,37.07,36.8,2.3,2.0,2.0,2.0,120.43,120.74,117.91,0.96,286.0,6.0,,13.3,71.0,0,4.8,19.0,2.0,11.18,21.1,1.4,28.5,36.78,1,1.0,0,0,28.5,482.0,0.0,0.0,1.0,49.8,0.4,23.3,28.7,0.1,-0.23,7.3,63.8,0.63,0.52,64.0,0.13,0,,95.4,,5.3,0.0,48.77,49.79,0.861,0.769,0.89,44206.07503,29666.0,6.456,1.995,5830,53.3,117.0
3003922192,SAN JUAN 30-5 UNIT #14A,4,2021-01-12 02:33:57,35.75,1366.41,263.4,1.0,217.15,62.05,104.37,,0.05,1.92,2417.0,2100.0,317.0,42.3,41.8,41.3,2.8,2.2,2.05,1.9,120.04,120.34,118.28,1.0,256.0,6.5,,15.4,56.5,0,4.3,20.0,2.05,9.95,15.0,1.22,27.5,28.18,1,1.0,0,0,27.5,477.0,0.0,0.0,0.0,50.5,0.4,23.3,28.7,0.1,-0.12,7.1,60.0,1.07,0.43,78.0,0.16,0,,90.3,,4.3,0.0,48.01,48.46,0.855,0.743,0.87,44206.10691,29666.0,6.456,1.995,5830,53.4,121.0
3003922192,SAN JUAN 30-5 UNIT #14A,5,2021-01-12 03:14:14,33.83,1320.0,254.8,1.0,218.22,62.0,103.96,,0.1,1.97,2426.0,2100.0,326.0,41.3,41.13,40.9,4.8,1.9,1.9,1.9,120.03,120.35,117.82,0.95,265.0,12.0,,17.0,77.4,0,4.4,19.0,1.9,9.23,16.0,1.21,28.5,36.48,1,1.0,0,0,28.5,665.0,0.0,0.0,1.0,48.7,0.7,23.3,29.0,0.1,-0.13,7.3,60.1,1.78,0.46,133.0,0.2,0,,97.1,,5.3,0.0,49.02,49.71,0.834,0.739,0.89,44206.13488,29666.0,6.456,1.995,5830,54.0,117.0
3003922192,SAN JUAN 30-5 UNIT #14A,6,2021-01-12 03:54:40,50.23,0.0,83.7,1.7,212.28,60.08,102.95,,0.06,1.87,2821.0,2100.0,721.0,44.6,42.31,39.1,3.0,1.8,1.23,0.9,119.31,120.22,116.67,1.64,620.0,7.4,,2.8,173.2,0,10.3,13.0,1.23,8.67,6.3,1.22,29.3,4.02,1,1.0,1,1,29.3,460.0,0.0,1.0,1.0,48.5,0.4,23.3,28.7,0.1,0.0,7.3,58.85,0.92,0.17,83.0,0.18,0,,96.0,,7.6,,47.39,48.79,0.852,,,44206.16296,29666.0,6.456,1.995,5830,51.7,39.0
3003922192,SAN JUAN 30-5 UNIT #14A,7,2021-01-12 04:41:41,29.49,0.0,107.1,8.5,235.17,79.86,105.26,,0.12,1.92,2871.0,2150.0,721.0,32.7,26.36,20.4,6.1,27.2,22.74,17.3,119.71,119.85,119.29,0.98,209.0,14.1,,2.0,41.5,0,3.5,10.0,22.74,9.52,6.6,1.23,31.6,2.4,1,1.0,1,2,31.6,693.0,0.0,0.0,0.0,45.8,0.9,23.3,29.2,0.05,-0.09,7.1,57.13,1.5,0.2,169.0,0.24,0,,96.8,,2.1,,49.29,49.82,0.821,,,44206.19561,29666.0,6.456,1.995,5830,52.4,46.0
3003922192,SAN JUAN 30-5 UNIT #14A,8,2021-01-12 05:29:32,41.35,0.0,92.5,0.6,205.81,56.45,103.43,,0.18,2.06,2821.0,2100.0,721.0,46.9,45.82,42.8,9.4,5.3,1.8,0.9,120.25,121.29,117.21,1.35,688.0,22.7,,1.8,67.8,0,11.5,7.0,1.8,12.53,5.5,1.19,25.9,3.76,1,1.0,1,3,25.9,360.0,0.0,0.0,1.0,46.8,1.3,23.2,29.5,0.1,-0.08,5.6,54.65,2.76,0.14,261.0,0.73,0,,98.0,,3.6,,49.5,49.95,0.796,,,44206.22884,29666.0,6.456,1.995,5830,56.2,45.0
3003922192,SAN JUAN 30-5 UNIT #14A,9,2021-01-12 06:16:33,18.34,1590.0,386.4,1.0,220.87,,105.4,,0.05,1.98,4334.0,4054.0,280.0,42.3,42.25,42.2,2.4,,,,122.16,122.32,119.45,0.92,220.0,6.0,,34.4,61.5,0,3.7,8.0,,14.12,38.8,2.35,29.5,51.03,1,1.0,0,0,29.5,435.0,0.0,0.0,1.0,52.6,0.5,23.3,28.8,0.15,-0.14,9.2,,0.4,0.58,67.0,0.15,0,,99.8,,4.4,0.0,50.84,51.14,0.877,0.647,0.74,44206.26149,29666.0,6.456,1.995,5830,55.0,175.0
3003922192,SAN JUAN 30-5 UNIT #14A,10,2021-01-12 07:28:47,48.9,1439.51,311.1,1.0,220.87,63.5,105.08,,0.01,2.02,2403.0,2099.0,304.0,41.5,40.97,40.7,0.6,3.3,3.3,3.3,120.78,121.02,119.09,1.36,243.0,0.9,,21.2,253.1,0,4.1,20.0,3.3,10.77,15.0,1.23,25.4,93.2,1,1.0,0,0,25.4,25.0,0.0,1.0,2.0,54.6,0.1,23.3,28.4,0.07,-0.11,7.2,60.2,0.0,0.43,17.0,0.68,0,,94.1,,10.5,0.0,50.34,51.21,0.881,1.155,1.31,44206.31166,29666.0,6.456,1.995,5830,55.2,141.0
3003922192,SAN JUAN 30-5 UNIT #14A,11,2021-01-12 08:08:50,21.95,1689.86,419.9,1.0,222.62,64.5,106.22,,0.02,1.95,3936.0,3669.0,267.0,43.1,41.9,40.6,0.9,3.4,3.4,3.4,122.3,122.45,120.38,1.0,207.0,2.1,,39.7,79.7,0,3.5,20.0,3.4,17.98,41.2,2.12,29.9,47.1,1,1.0,0,0,29.9,305.0,0.0,0.0,2.0,53.2,0.5,23.3,28.8,0.05,0.32,9.2,61.1,0.22,0.67,25.0,0.08,0,,93.5,,5.5,0.0,51.55,51.95,0.892,0.717,0.8,44206.33947,29666.0,6.456,1.995,5830,54.1,189.0
3003922192,SAN JUAN 30-5 UNIT #14A,12,2021-01-12 09:14:26,33.38,1475.95,373.8,1.0,221.92,,104.28,,,1.95,2433.0,2136.0,297.0,40.3,39.85,39.4,-0.5,,,,121.16,121.49,118.17,0.94,237.0,0.0,,28.2,96.6,0,4.0,19.0,,8.03,16.6,1.26,25.3,60.27,1,,0,0,25.3,,0.0,0.0,1.0,54.0,0.0,23.3,28.3,0.1,,7.8,,0.0,0.48,,,0,,95.6,,4.9,0.0,50.19,50.96,,0.695,,44206.38502,29666.0,6.456,1.995,5830,53.5,168.0
3003922192,SAN JUAN 30-5 UNIT #14A,13,2021-01-12 09:54:59,30.9,1634.58,383.1,1.0,224.01,65.3,105.74,,,1.9,3383.0,3108.0,275.0,41.1,40.23,39.3,-0.5,3.0,3.0,3.0,122.06,122.28,119.84,1.21,214.0,0.0,,21.8,88.7,0,3.6,19.0,3.0,12.78,32.8,1.81,29.1,49.78,1,1.0,0,0,29.1,455.0,0.0,0.0,1.0,53.7,0.3,23.3,28.6,0.15,,9.2,62.3,0.0,0.64,3.0,0.01,0,,95.3,,13.4,0.0,49.24,49.91,,0.869,,44206.41318,29666.0,6.456,1.995,5830,53.0,171.0
3003922192,SAN JUAN 30-5 UNIT #14A,14,2021-01-12 10:51:22,43.29,1488.51,300.9,1.0,220.52,63.3,104.42,,,1.94,2395.0,2100.0,295.0,41.7,40.97,40.3,-0.7,2.3,2.3,2.3,121.13,121.53,118.34,1.2,235.0,0.0,,20.6,129.9,0,3.9,12.0,2.3,9.37,6.6,1.23,26.3,64.63,1,1.0,0,0,26.3,8.0,0.0,0.0,2.0,54.2,0.1,23.3,28.4,0.1,,7.6,61.0,0.0,0.2,3.0,0.38,0,,92.3,,7.0,0.0,50.24,51.24,,0.996,,44206.45234,29666.0,6.456,1.995,5830,54.7,136.0
3003922192,SAN JUAN 30-5 UNIT #14A,15,2021-01-12 11:31:17,39.71,1371.76,279.2,1.0,220.17,63.1,104.12,,0.02,1.94,2415.0,2100.0,315.0,41.3,40.63,40.3,1.0,2.5,2.5,2.5,120.64,121.02,118.0,1.11,255.0,2.8,,16.8,110.5,0,4.3,14.0,2.5,8.28,6.4,1.22,28.6,55.73,1,1.0,0,0,28.6,72.0,0.0,0.0,2.0,52.4,0.3,23.3,28.6,0.13,-0.22,7.4,60.6,0.36,0.17,28.0,0.39,0,,97.7,,7.4,0.0,48.22,48.95,0.876,0.911,1.04,44206.48006,29666.0,6.456,1.995,5830,53.7,127.0
3003922192,SAN JUAN 30-5 UNIT #14A,16,2021-01-12 12:11:32,44.79,1399.2,308.9,1.0,218.58,62.2,104.46,,0.03,1.94,2411.0,2100.0,311.0,41.9,41.67,41.4,2.0,2.4,2.4,2.4,120.43,120.73,118.38,1.25,250.0,3.9,,21.2,172.3,0,4.2,9.0,2.4,9.53,6.2,1.22,29.5,75.78,1,1.0,0,0,29.5,105.0,0.0,1.0,2.0,51.0,0.5,23.3,28.8,0.1,-0.24,7.6,59.8,0.72,0.17,55.0,0.52,0,,95.2,,7.0,0.0,49.04,49.71,0.867,1.036,1.19,44206.50801,29666.0,6.456,1.995,5830,53.0,141.0
3003922192,SAN JUAN 30-5 UNIT #14A,17,2021-01-12 12:51:43,50.03,1276.64,238.1,1.0,218.22,62.65,104.37,,0.05,1.88,2435.0,2100.0,335.0,41.7,41.15,40.7,2.3,2.4,2.25,2.1,120.23,120.56,118.28,1.41,274.0,5.6,,11.6,248.2,0,4.6,13.0,2.25,10.72,6.2,1.22,30.3,77.44,1,1.0,0,0,30.3,482.0,0.0,1.0,1.0,48.8,0.5,23.3,28.8,0.1,-0.28,7.3,60.4,0.71,0.17,64.0,0.13,0,,98.1,,9.2,0.0,47.91,48.74,0.861,1.277,1.48,44206.53591,29666.0,6.456,1.995,5830,51.3,109.0
3003922192,SAN JUAN 30-5 UNIT #14A,18,2021-01-12 13:32:18,39.1,1197.95,206.2,1.0,218.58,62.95,103.72,,0.07,1.87,2453.0,2100.0,353.0,41.5,40.5,39.5,3.2,2.3,2.1,1.9,120.16,120.6,117.54,1.11,292.0,8.6,,9.6,92.4,0,4.9,13.0,2.1,5.3,6.0,1.21,29.5,40.14,1,1.0,0,0,29.5,493.0,0.0,0.0,1.0,47.7,0.7,23.3,29.0,0.13,-0.15,7.4,60.85,1.06,0.17,89.0,0.18,0,,95.6,,5.1,0.0,48.74,49.76,0.852,0.968,1.14,44206.5641,29666.0,6.456,1.995,5830,52.7,94.0
3003922192,SAN JUAN 30-5 UNIT #14A,19,2021-01-12 14:13:11,43.49,0.0,87.3,1.2,216.44,61.85,102.84,,0.07,1.87,2821.0,2100.0,721.0,41.3,40.49,38.5,3.4,2.3,1.65,1.3,119.57,120.61,116.55,1.42,649.0,8.8,,2.8,72.3,0,10.8,15.0,1.65,8.18,6.0,1.21,28.9,3.64,1,1.0,1,1,28.9,158.0,0.0,0.0,1.0,47.5,0.7,23.3,29.0,0.15,-0.15,7.3,60.2,0.92,0.17,94.0,0.59,0,,97.8,,5.3,,46.96,48.58,0.85,,,44206.59249,29666.0,6.456,1.995,5830,50.9,40.0
3003922192,SAN JUAN 30-5 UNIT #14A,20,2021-01-12 15:00:12,39.2,0.0,81.5,1.2,212.28,58.85,103.17,,0.15,1.95,2821.0,2100.0,721.0,44.2,43.64,42.5,7.9,2.0,1.55,1.2,119.4,120.25,116.92,1.28,648.0,17.8,,2.0,73.7,0,10.8,18.0,1.55,9.2,17.0,1.19,31.4,3.04,1,1.0,1,2,31.4,734.0,0.0,0.0,1.0,45.1,1.2,23.2,29.4,0.05,-0.08,6.9,57.3,2.14,0.49,219.0,0.3,0,,97.9,,4.1,,47.27,47.9,0.808,,,44206.62514,29666.0,6.456,1.995,5830,53.0,38.0
3003922192,SAN JUAN 30-5 UNIT #14A,21,2021-01-12 15:47:13,43.15,0.0,90.9,0.6,208.61,58.71,103.53,,0.08,1.95,3204.0,2483.0,721.0,45.8,44.07,42.4,4.0,2.1,1.55,1.2,120.04,120.83,117.32,1.6,684.0,9.7,,2.1,168.6,0,11.4,17.0,1.55,12.6,24.4,1.42,28.7,4.26,1,1.0,1,3,28.7,640.0,0.0,0.0,1.0,49.2,0.9,23.3,29.2,0.0,-0.13,6.9,57.16,1.08,0.58,111.0,0.17,0,,99.6,,7.4,,48.27,49.02,0.846,,,44206.65779,29666.0,6.456,1.995,5830,53.2,44.0
3003922192,SAN JUAN 30-5 UNIT #14A,22,2021-01-12 16:40:37,25.54,1681.73,363.2,1.0,221.57,63.9,105.68,,,1.97,4769.0,4500.0,269.0,42.1,41.4,40.7,-1.0,2.6,2.6,2.6,122.66,122.86,119.77,1.41,208.0,0.0,,29.5,199.4,0,3.5,18.0,2.6,13.62,57.0,2.58,30.1,89.88,1,1.0,0,0,30.1,648.0,0.0,1.0,2.0,55.8,0.8,23.3,29.1,0.07,,9.3,61.3,0.0,0.76,3.0,0.0,0,,101.1,,8.7,0.0,50.27,50.67,,1.171,,44206.69487,29666.0,6.456,1.995,5830,54.8,164.0
3003922192,SAN JUAN 30-5 UNIT #14A,1,2021-01-13 00:27:29,41.89,1382.61,311.9,1.0,219.82,62.9,104.18,,0.06,1.93,2413.0,2100.0,313.0,41.3,41.03,40.5,2.6,2.3,2.3,2.3,120.19,120.49,118.07,1.17,253.0,6.9,,20.8,127.1,0,4.2,19.0,2.3,8.48,16.0,1.22,27.9,59.45,1,1.0,0,0,27.9,119.0,0.0,0.0,1.0,49.9,0.5,23.3,28.8,0.1,-0.08,7.3,60.6,1.07,0.46,72.0,0.61,0,,97.0,,6.8,0.0,46.52,46.97,0.855,0.958,1.12,44207.01909,29666.0,6.456,1.995,5830,52.5,142.0
3003922192,SAN JUAN 30-5 UNIT #14A,2,2021-01-13 01:07:42,34.78,1433.61,319.8,1.0,222.62,64.5,104.62,,0.06,1.85,2931.0,2626.0,305.0,40.9,39.93,39.1,2.6,2.1,2.1,2.1,120.84,121.1,118.57,1.18,244.0,6.5,,22.2,114.8,0,4.1,18.0,2.1,10.47,25.8,1.51,30.1,57.73,1,1.0,0,0,30.1,524.0,0.0,0.0,1.0,47.8,0.6,23.3,28.9,0.1,-0.08,8.4,62.4,0.88,0.59,72.0,0.14,0,,99.6,,6.0,0.0,47.29,47.86,0.865,0.966,1.12,44207.04701,29666.0,6.456,1.995,5830,50.9,144.0
3003922192,SAN JUAN 30-5 UNIT #14A,3,2021-01-13 01:56:33,26.99,1439.51,367.3,1.0,223.31,64.9,105.44,,0.04,1.85,2785.0,2482.0,303.0,40.3,39.9,39.5,2.4,2.6,2.6,2.6,120.96,121.14,119.5,0.87,243.0,4.6,,27.9,61.8,0,4.1,19.0,2.6,12.92,22.4,1.44,27.9,35.25,1,1.0,0,0,27.9,100.0,0.0,0.0,0.0,48.2,0.5,23.3,28.8,0.0,0.0,8.0,62.3,0.62,0.53,67.0,0.67,0,,98.1,,3.7,0.0,47.36,47.74,0.869,0.629,0.72,44207.08094,29666.0,6.456,1.995,5830,50.6,164.0
3003922192,SAN JUAN 30-5 UNIT #14A,4,2021-01-13 02:42:58,36.65,1305.22,262.3,1.0,220.52,64.1,104.58,,0.06,1.87,2428.0,2100.0,328.0,40.3,39.83,39.4,2.6,2.3,2.0,1.7,120.31,120.61,118.52,1.03,268.0,6.5,,13.0,59.8,0,4.5,9.0,2.0,9.97,6.3,1.22,28.7,29.2,1,1.0,0,0,28.7,455.0,0.0,0.0,0.0,48.2,0.4,23.3,28.7,0.1,-0.08,7.3,62.1,1.07,0.17,72.0,0.16,0,,94.7,,4.3,0.0,48.0,48.74,0.859,0.763,0.89,44207.11317,29666.0,6.456,1.995,5830,50.8,119.0
3003922192,SAN JUAN 30-5 UNIT #14A,5,2021-01-13 03:23:26,39.89,1320.0,296.4,1.0,220.52,63.3,104.22,,0.07,1.93,2426.0,2100.0,326.0,40.9,40.43,40.1,3.6,2.1,2.1,2.1,120.21,120.51,118.11,1.12,265.0,8.8,,18.9,115.2,0,4.4,19.0,2.1,8.43,16.0,1.21,28.7,52.55,1,1.0,0,0,28.7,136.0,0.0,0.0,1.0,49.0,0.6,23.3,28.9,0.1,-0.05,7.3,61.2,1.07,0.46,100.0,0.74,0,,95.1,,6.8,0.0,48.03,48.72,0.85,0.903,1.06,44207.14127,29666.0,6.456,1.995,5830,53.0,134.0
3003922192,SAN JUAN 30-5 UNIT #14A,6,2021-01-13 04:03:52,35.38,1451.45,309.4,1.0,219.46,62.7,104.26,,0.06,1.85,2906.0,2605.0,301.0,42.7,41.77,40.9,3.1,2.1,2.1,2.1,120.72,121.01,118.16,1.19,241.0,7.2,,22.6,84.3,0,4.0,15.0,2.1,12.28,14.4,1.5,30.3,48.5,1,1.0,0,0,30.3,513.0,0.0,0.0,1.0,47.3,0.7,23.3,29.0,0.0,-0.11,7.8,60.6,0.89,0.32,86.0,0.17,0,,97.1,,5.0,0.0,47.97,48.48,0.859,0.885,1.03,44207.16935,29666.0,6.456,1.995,5830,50.4,141.0
3003922192,SAN JUAN 30-5 UNIT #14A,7,2021-01-13 04:52:18,38.57,1150.66,201.3,1.0,221.22,64.4,103.77,,0.07,1.88,2464.0,2100.0,364.0,40.1,39.1,38.3,3.4,2.0,1.7,1.4,120.23,120.68,117.6,1.1,304.0,7.8,,9.0,85.7,0,5.1,19.0,1.7,9.3,16.0,1.22,27.9,35.86,1,1.0,0,0,27.9,119.0,0.0,0.0,1.0,48.9,0.5,23.3,28.8,0.1,-0.06,7.3,62.7,1.05,0.46,94.0,0.79,0,,94.8,,5.4,0.0,49.45,50.79,0.854,0.948,1.11,44207.20299,29666.0,6.456,1.995,5830,53.5,91.0
3003922192,SAN JUAN 30-5 UNIT #14A,8,2021-01-13 05:33:22,33.53,1350.58,286.9,1.0,218.93,62.4,103.92,,0.08,1.87,2525.0,2205.0,320.0,42.7,41.73,40.8,4.2,1.9,1.9,1.9,120.32,120.67,117.77,0.98,259.0,9.7,,18.4,62.5,0,4.3,19.0,1.9,10.12,17.8,1.27,28.7,37.6,1,1.0,0,0,28.7,499.0,0.0,0.0,0.0,46.6,0.6,23.3,28.9,0.1,-0.13,7.3,60.5,1.37,0.49,116.0,0.23,0,,95.5,,4.4,0.0,47.62,48.18,0.846,0.775,0.92,44207.2315,29666.0,6.456,1.995,5830,51.3,131.0
3003922192,SAN JUAN 30-5 UNIT #14A,9,2021-01-13 06:15:27,40.17,1404.82,303.6,1.0,216.44,61.0,104.26,,0.08,1.95,2409.0,2100.0,309.0,42.6,42.47,42.3,4.6,2.2,2.2,2.2,120.14,120.42,118.16,1.12,249.0,10.2,,22.6,118.8,0,4.2,19.0,2.2,10.45,16.0,1.21,28.3,55.05,1,1.0,0,0,28.3,640.0,0.0,0.0,1.0,48.6,0.6,23.3,28.9,0.1,-0.09,7.7,58.8,1.43,0.46,127.0,0.2,0,,97.6,,5.7,0.0,48.77,49.26,0.841,0.909,1.08,44207.26073,29666.0,6.456,1.995,5830,53.2,140.0
3003922192,SAN JUAN 30-5 UNIT #14A,10,2021-01-13 06:55:36,33.44,1290.77,308.6,1.0,223.66,65.1,104.66,,0.07,1.86,2842.0,2510.0,332.0,40.1,39.4,38.7,3.3,2.4,2.4,2.4,120.64,120.88,118.61,1.1,271.0,8.1,,19.7,103.9,0,4.5,9.0,2.4,10.43,12.9,1.45,29.9,49.1,1,1.0,0,0,29.9,618.0,0.0,0.0,1.0,47.2,0.6,23.3,28.9,0.07,-0.03,8.0,62.7,0.91,0.31,91.0,0.15,0,,100.7,,5.8,0.0,47.6,48.27,0.855,0.891,1.04,44207.28861,29666.0,6.456,1.995,5830,50.5,138.0
3003922192,SAN JUAN 30-5 UNIT #14A,11,2021-01-13 07:42:58,36.51,1371.76,268.2,1.0,216.44,61.7,104.6,,0.07,1.98,2414.0,2100.0,314.0,43.6,42.6,41.7,3.8,2.6,2.25,1.9,120.23,120.52,118.54,1.02,255.0,8.8,,17.1,63.0,0,4.3,9.0,2.25,10.97,6.1,1.21,29.3,30.28,1,1.0,0,0,29.3,651.0,0.0,0.0,1.0,50.3,0.6,23.3,28.9,0.05,-0.09,7.3,59.45,1.07,0.17,105.0,0.16,0,,91.3,,4.7,0.0,49.68,50.23,0.848,0.762,0.9,44207.3215,29666.0,6.456,1.995,5830,54.1,124.0
3003922192,SAN JUAN 30-5 UNIT #14A,12,2021-01-13 08:23:12,37.28,1404.82,357.1,1.0,218.58,62.2,104.0,,0.1,1.93,2410.0,2101.0,309.0,42.3,41.73,41.0,5.0,2.1,2.1,2.1,120.15,120.48,117.86,1.04,249.0,11.6,,20.0,80.1,0,4.2,19.0,2.1,9.22,16.0,1.2,29.3,45.4,1,1.0,0,0,29.3,665.0,0.0,0.0,1.0,47.7,0.8,23.3,29.1,0.1,-0.12,7.3,60.1,1.43,0.46,139.0,0.21,0,,100.8,,4.7,0.0,48.08,48.6,0.836,0.834,1.0,44207.34944,29666.0,6.456,1.995,5830,52.7,163.0
3003922192,SAN JUAN 30-5 UNIT #14A,13,2021-01-13 09:03:22,38.72,1399.2,287.9,1.0,219.46,62.7,104.38,,0.05,1.89,2410.0,2100.0,310.0,42.3,41.57,41.1,2.1,2.0,2.0,2.0,120.12,120.38,118.29,1.08,250.0,5.6,,22.2,102.6,0,4.2,9.0,2.0,8.37,6.3,1.22,29.1,49.33,1,1.0,0,0,29.1,466.0,0.0,0.0,1.0,49.4,0.4,23.3,28.7,0.05,-0.13,6.9,60.7,0.72,0.17,58.0,0.12,0,,98.7,,6.4,0.0,47.96,48.58,0.859,0.864,1.01,44207.37734,29666.0,6.456,1.995,5830,51.8,131.0
